marka,Isletim_Sistemi,Islemci_Tipi,Islemci_Nesli,Cozunurluk,SSD_Kapasitesi,Ram,Hard_Disk_Kapasitesi,Ekran_Yenileme_Hizi,Ekran_Karti,Ekran_Boyutu,Fiyat
dell,Windows,Intel Core i5,11.0,1366 x 768,1.0,16.0,1.0,60.0,Nvidia GeForce MX330,14.0,16.8605
dell,Free Dos,Intel Core i5,11.0,1366 x 768,2.0,24.0,0.0,60.0,Nvidia GeForce MX330,14.0,16.537
dell,Windows,Intel Core i5,11.0,1366 x 768,1.0,24.0,0.0,60.0,Nvidia GeForce MX330,14.0,16.2504
dell,Free Dos,Intel Core i5,11.0,1366 x 768,2.0,20.0,0.0,60.0,Nvidia GeForce MX330,14.0,16.2863
dell,Free Dos,Intel Core i5,11.0,1366 x 768,2.0,32.0,0.0,60.0,Nvidia GeForce MX330,14.0,17.0402
dell,Free Dos,Intel Core i5,11.0,1366 x 768,2.0,32.0,1.0,60.0,Nvidia GeForce MX330,14.0,17.901
dell,Windows,Intel Core i5,11.0,1366 x 768,2.0,24.0,0.0,60.0,Nvidia GeForce MX330,14.0,17.7931
dell,Windows,Intel Core i5,11.0,1366 x 768,1.0,24.0,0.0,60.0,Nvidia GeForce MX330,14.0,16.6099
dell,Windows,Intel Core i5,11.0,1366 x 768,2.0,20.0,1.0,60.0,Nvidia GeForce MX330,14.0,18.7637
dell,Windows,Intel Core i5,11.0,1366 x 768,1.0,16.0,1.0,60.0,Nvidia GeForce MX330,14.0,16.501
dell,Windows,Intel Core i5,11.0,1366 x 768,512.0,32.0,1.0,60.0,Nvidia GeForce MX330,14.0,17.0043
dell,Windows,Intel Core i5,11.0,1366 x 768,2.0,16.0,1.0,60.0,Nvidia GeForce MX330,14.0,18.0458
dell,Windows,Intel Core i5,11.0,1366 x 768,2.0,16.0,0.0,60.0,Nvidia GeForce MX330,14.0,17.5425
dell,Windows,Intel Core i5,11.0,1366 x 768,1.0,24.0,1.0,60.0,Nvidia GeForce MX330,14.0,17.1111
dell,Windows,Intel Core i5,11.0,1366 x 768,512.0,16.0,1.0,60.0,Nvidia GeForce MX330,14.0,16.0706
dell,Windows,Intel Core i5,11.0,1366 x 768,512.0,16.0,1.0,60.0,Nvidia GeForce MX330,14.0,16.2504
dell,Windows,Intel Core i5,11.0,1366 x 768,1.0,32.0,1.0,60.0,Nvidia GeForce MX330,14.0,17.9739
dell,Windows,Intel Core i5,11.0,1366 x 768,1.0,12.0,1.0,60.0,Nvidia GeForce MX330,14.0,16.537
dell,Windows,Intel Core i5,11.0,1366 x 768,1.0,32.0,0.0,60.0,Nvidia GeForce MX330,14.0,16.9324
dell,Windows,Intel Core i5,11.0,1366 x 768,1.0,32.0,1.0,60.0,Nvidia GeForce MX330,14.0,17.6144
dell,Windows,Intel Core i5,11.0,1366 x 768,1.0,32.0,1.0,60.0,Nvidia GeForce MX330,14.0,17.7931
dell,Free Dos,Intel Core i5,11.0,1366 x 768,2.0,12.0,1.0,60.0,Nvidia GeForce MX330,14.0,16.4651
dell,Windows,Intel Core i5,11.0,1366 x 768,2.0,20.0,0.0,60.0,Nvidia GeForce MX330,14.0,17.5425
dell,Windows,Intel Core i5,11.0,1366 x 768,1.0,12.0,1.0,60.0,Nvidia GeForce MX330,14.0,16.1785
dell,Windows,Intel Core i5,11.0,1366 x 768,2.0,12.0,0.0,60.0,Nvidia GeForce MX330,14.0,17.0402
dell,Windows,Intel Core i5,11.0,1366 x 768,1.0,24.0,0.0,60.0,Nvidia GeForce MX330,14.0,16.4291
dell,Windows,Intel Core i5,11.0,1366 x 768,2.0,24.0,0.0,60.0,Nvidia GeForce MX330,14.0,18.1526
dell,Windows,Intel Core i5,11.0,1366 x 768,1.0,24.0,1.0,60.0,Nvidia GeForce MX330,14.0,17.2919
dell,Windows,Intel Core i5,11.0,1366 x 768,2.0,24.0,1.0,60.0,Nvidia GeForce MX330,14.0,19.0144
apple,Mac Os,M3,3.0,3024 x 1964,512.0,36.0,0.0,120.0,M3,16.0,108.399
acer,Free Dos,AMD Ryzen 7,5.0,1920 x 1080,1.0,32.0,0.0,360.0,Nvidia GeForce RTX 3080,17.3,59.999
hp,Free Dos,Intel Core i5,13.0,1920 x 1080,512.0,16.0,0.0,144.0,Nvidia GeForce RTX 4050,16.1,37.999
acer,Windows,Intel Core i3,3.0,1920 x 1080,256.0,4.0,0.0,60.0,Intel UHD Graphics,15.6,9.999
lenovo,Free Dos,Intel Core i5,11.0,1366 x 768,256.0,24.0,0.0,60.0,Nvidia GeForce MX330,14.0,13.9178
acer,Windows,Intel Core i3,3.0,1920 x 1080,128.0,4.0,0.0,60.0,Intel UHD Graphics,15.6,9.499
asus,Windows,Intel Celeron,13.0,1920 x 1080,256.0,8.0,0.0,60.0,Intel UHD Graphics,14.0,9.699
lenovo,Windows,Intel Core i5,12.0,1920 x 1080,512.0,16.0,0.0,60.0,Intel UHD Graphics,15.6,16.97
casper,Windows,Intel Core i5,12.0,1920 x 1080,500.0,8.0,0.0,60.0,Intel Iris Graphics,15.6,16.699
asus,Windows,Intel Core i7,12.0,1920 x 1080,1.0,40.0,0.0,60.0,Intel UHD Graphics,15.6,26.788
lenovo,Free Dos,Intel Core i5,11.0,1920 x 1080,512.0,8.0,0.0,60.0,Nvidia GeForce MX350,15.6,15.499
lenovo,Windows,Intel Core i5,11.0,1920 x 1080,256.0,8.0,0.0,60.0,Intel Iris Graphics,15.6,14.249
hp,Windows,AMD Ryzen 7,10.0,1920 x 1280,256.0,8.0,0.0,90.0,AMD Radeon Graphics,14.0,13.599
lenovo,Windows,AMD,,1280 x 800,0.0,4.0,,,AMD,10.0,9.499
acer,Windows,Intel Core i5,11.0,1920 x 1080,1.0,32.0,0.0,144.0,Nvidia GeForce RTX 3050,15.6,28.0
dell,Windows,Intel Core i5,11.0,1366 x 768,256.0,8.0,0.0,60.0,Nvidia GeForce MX330,14.0,14.2403
dell,Free Dos,Intel Core i5,11.0,1366 x 768,1.0,24.0,0.0,60.0,Nvidia GeForce MX330,14.0,14.9942
dell,Free Dos,Intel Core i5,11.0,1366 x 768,1.0,12.0,0.0,60.0,Nvidia GeForce MX330,14.0,14.0606
dell,Free Dos,Intel Core i5,11.0,1366 x 768,512.0,12.0,1.0,60.0,Nvidia GeForce MX330,14.0,14.3122
dell,Free Dos,Intel Core i5,11.0,1366 x 768,256.0,20.0,1.0,60.0,Nvidia GeForce MX330,14.0,14.5279
dell,Free Dos,Intel Core i5,11.0,1366 x 768,512.0,20.0,1.0,60.0,Nvidia GeForce MX330,14.0,14.9942
dell,Windows,Intel Core i5,11.0,1366 x 768,256.0,16.0,1.0,60.0,Nvidia GeForce MX330,14.0,15.4246
dell,Windows,Intel Core i5,11.0,1366 x 768,512.0,12.0,0.0,60.0,Nvidia GeForce MX330,14.0,15.0651
dell,Windows,Intel Core i5,11.0,1366 x 768,1.0,8.0,0.0,60.0,Nvidia GeForce MX330,14.0,14.9583
dell,Windows,Intel Core i5,11.0,1366 x 768,256.0,12.0,0.0,60.0,Nvidia GeForce MX330,14.0,14.419
dell,Free Dos,Intel Core i5,11.0,1366 x 768,1.0,8.0,0.0,60.0,Nvidia GeForce MX330,14.0,13.7011
dell,Windows,Intel Core i5,11.0,1366 x 768,512.0,12.0,0.0,60.0,Nvidia GeForce MX330,14.0,14.7066
dell,Free Dos,Intel Core i5,11.0,1366 x 768,512.0,8.0,1.0,60.0,Nvidia GeForce MX330,14.0,13.9537
dell,Free Dos,Intel Core i5,11.0,1366 x 768,512.0,24.0,0.0,60.0,Nvidia GeForce MX330,14.0,14.3831
dell,Windows,Intel Core i5,11.0,1366 x 768,256.0,8.0,0.0,60.0,Nvidia GeForce MX330,14.0,14.0606
lenovo,Free Dos,Intel Core i3,11.0,1920 x 1080,1.0,4.0,1.0,60.0,Intel UHD Graphics,14.0,9.999
hp,Free Dos,AMD Ryzen 5,5.0,1920 x 1080,512.0,8.0,0.0,60.0,Dahili Ekran Kartı,15.6,10.499
dell,Windows,Intel Core i5,11.0,1366 x 768,512.0,8.0,0.0,60.0,Nvidia GeForce MX330,14.0,14.7066
dell,Windows,Intel Core i5,11.0,1366 x 768,256.0,12.0,0.0,60.0,Nvidia GeForce MX330,14.0,14.5998
dell,Windows,Intel Core i5,11.0,1366 x 768,256.0,16.0,0.0,60.0,Nvidia GeForce MX330,14.0,14.7426
dell,Free Dos,Intel Core i5,11.0,1366 x 768,512.0,20.0,0.0,60.0,Nvidia GeForce MX330,14.0,14.1325
dell,Windows,Intel Core i5,11.0,1366 x 768,512.0,8.0,0.0,60.0,Nvidia GeForce MX330,14.0,14.5279
dell,Free Dos,Intel Core i5,11.0,1366 x 768,256.0,24.0,1.0,60.0,Nvidia GeForce MX330,14.0,14.7785
dell,Windows,Intel Core i5,11.0,1366 x 768,256.0,12.0,1.0,60.0,Nvidia GeForce MX330,14.0,15.1011
dell,Windows,Intel Core i5,11.0,1366 x 768,256.0,16.0,0.0,60.0,Nvidia GeForce MX330,14.0,14.5638
dell,Windows,Intel Core i5,11.0,1366 x 768,512.0,12.0,0.0,60.0,Nvidia GeForce MX330,14.0,14.8864
dell,Windows,Intel Core i5,11.0,1366 x 768,256.0,16.0,0.0,60.0,Nvidia GeForce MX330,14.0,14.9223
dell,Windows,Intel Core i5,11.0,1366 x 768,512.0,16.0,0.0,60.0,Nvidia GeForce MX330,14.0,15.3886
dell,Free Dos,Intel Core i5,11.0,1366 x 768,256.0,8.0,1.0,60.0,Nvidia GeForce MX330,14.0,13.4864
dell,Free Dos,Intel Core i5,11.0,1366 x 768,1.0,16.0,1.0,60.0,Nvidia GeForce MX330,14.0,15.2458
lenovo,Free Dos,Intel Core i5,11.0,1366 x 768,1.0,24.0,1.0,60.0,Nvidia GeForce MX330,14.0,15.855
toshiba,Windows,Intel Core i7,4.0,1600 x 900,256.0,8.0,,,Paylaşımlı,15.6,29.576
apple,Mac Os,Apple M1 Pro,13.0,2880 x 1800,512.0,16.0,0.0,60.0,Dahili Ekran Kartı,16.0,69.96
asus,Free Dos,Intel Core i5,11.0,1920 x 1080,256.0,4.0,0.0,60.0,Intel HD Graphics,15.6,11.749
acer,Windows,Intel Core i3,12.0,1920 x 1080,512.0,4.0,0.0,60.0,Intel UHD Graphics,15.6,9.549
asus,Free Dos,Intel Core i5,12.0,1920 x 1080,512.0,24.0,0.0,60.0,Intel UHD Graphics,15.6,16.359
lenovo,Free Dos,AMD Ryzen 3,7.0,1920 x 1080,512.0,8.0,0.0,60.0,Dahili Ekran Kartı,15.6,9.9999
hp,Windows,AMD Ryzen 5,7.0,1920 x 1080,512.0,8.0,0.0,60.0,AMD Radeon Graphics,15.6,14.86
toshiba,Windows,Intel Core i7,,1920 x 1080,512.0,16.0,,,Paylaşımlı,15.6,49.285
asus,Free Dos,Intel Core i5,12.0,1920 x 1200,256.0,8.0,0.0,120.0,Nvidia GeForce RTX 2050,16.0,23.999
lenovo,Free Dos,Intel Core i3,11.0,1920 x 1080,512.0,8.0,512.0,60.0,Intel HD Graphics,15.6,11.899
acer,Free Dos,Intel Xeon,13.0,1920 x 1080,256.0,16.0,1.0,360.0,Nvidia GeForce RTX 3050 Ti,15.6,30.8623
asus,Windows,Intel Core i5,10.0,1920 x 1080,256.0,8.0,256.0,60.0,Intel HD Graphics 4400,15.6,16.34
hp,Free Dos,Intel Core i5,11.0,1920 x 1080,256.0,16.0,0.0,60.0,Intel Iris Graphics,15.6,12.999
hp,Free Dos,AMD Ryzen 5,5.0,1920 x 1080,256.0,12.0,0.0,60.0,AMD Radeon Graphics,15.6,10.4999
hp,Free Dos,AMD Ryzen 5,5.0,1920 x 1080,256.0,20.0,0.0,60.0,AMD Radeon Graphics,15.6,11.099
dell,Windows,Intel Core i5,11.0,1366 x 768,512.0,16.0,1.0,60.0,Nvidia GeForce MX330,14.0,15.8919
dell,Windows,Intel Core i5,11.0,1366 x 768,1.0,12.0,0.0,60.0,Nvidia GeForce MX330,14.0,15.6762
dell,Windows,Intel Core i5,11.0,1366 x 768,256.0,16.0,1.0,60.0,Nvidia GeForce MX330,14.0,15.7831
dell,Free Dos,Intel Core i5,11.0,1366 x 768,512.0,32.0,1.0,60.0,Nvidia GeForce MX330,14.0,15.7471
monster,Windows,Intel Core i7,11.0,1920 x 1080,500.0,16.0,,,Nvidia GeForce RTX 3050 Ti,17.3,34.299
lenovo,Free Dos,Intel Core i5,12.0,1920 x 1080,512.0,16.0,0.0,60.0,Nvidia GeForce RTX 3050 Ti,15.6,25.7999
dell,Windows,Intel Core i5,11.0,1366 x 768,256.0,8.0,1.0,60.0,Nvidia GeForce MX330,14.0,15.1011
dell,Windows,Intel Core i5,11.0,1366 x 768,1.0,16.0,0.0,60.0,Nvidia GeForce MX330,14.0,15.6403
casper,Windows,Intel Core i5,12.0,1920 x 1080,1.0,32.0,1.0,144.0,Nvidia GeForce RTX 4060,15.6,41.499
apple,Mac Os,Apple M1 Pro,13.0,2880 x 1800,1.0,16.0,0.0,120.0,Paylaşımlı,14.0,74.795
lenovo,Windows,Intel Core i5,10.0,1920 x 1080,512.0,12.0,,,Nvidia GeForce MX330,15.6,16.899
lenovo,Free Dos,Intel Core i5,12.0,2256 x 1504,500.0,8.0,512.0,60.0,AMD Radeon R5 M430,15.6,18.95
hp,Windows,Intel Core i7,11.0,1920 x 1080,512.0,16.0,0.0,60.0,Dahili Ekran Kartı,14.0,29.999
hp,Free Dos,Intel Core i5,13.0,1920 x 1080,512.0,16.0,0.0,144.0,Nvidia GeForce RTX 2050,15.6,26.4811
lenovo,Windows,Intel Core i7,11.0,1920 x 1080,256.0,32.0,0.0,165.0,Nvidia GeForce RTX 3050 Ti,15.6,39.0
asus,Free Dos,Intel Core i5,12.0,1920 x 1200,256.0,16.0,0.0,120.0,Nvidia GeForce RTX 2050,16.0,24.699
hp,Windows,AMD Ryzen 3,5.0,1920 x 1080,512.0,8.0,0.0,60.0,AMD Radeon Graphics,15.6,12.8
hp,Free Dos,AMD Ryzen 3,5.0,1920 x 1080,512.0,16.0,0.0,60.0,AMD Radeon Graphics,15.6,13.2
casper,Free Dos,Intel Core i5,12.0,1920 x 1080,1.0,16.0,0.0,144.0,Nvidia GeForce RTX 4060,15.6,33.999
asus,Free Dos,Intel Core i7,11.0,1920 x 1080,1.0,16.0,0.0,60.0,Intel Iris Graphics,13.3,49.999
hp,Free Dos,AMD Ryzen 5,6.0,1920 x 1080,512.0,8.0,0.0,144.0,Nvidia GeForce RTX 3050 Ti,16.1,24.838
asus,Free Dos,Intel Core i5,11.0,1920 x 1080,256.0,16.0,0.0,60.0,Dahili Ekran Kartı,15.6,13.099
apple,,,,,,,,,,,42.999
asus,Free Dos,AMD Ryzen 7,6.0,1920 x 1080,512.0,16.0,0.0,144.0,Nvidia GeForce RTX 3050 Ti,15.6,33.199
dell,Windows,Intel Core i5,11.0,1920 x 1080,256.0,8.0,1.0,60.0,Nvidia GeForce MX330,14.2,15.117
hp,Free Dos,Intel Core i5,11.0,1920 x 1080,512.0,16.0,0.0,60.0,Dahili Ekran Kartı,15.6,13.249
lenovo,Free Dos,AMD Ryzen 3,,1920 x 1080,512.0,8.0,,,Paylaşımlı,15.6,10.0668
hpe,Free Dos,Intel Xeon,13.0,1920 x 1280,1.0,32.0,256.0,120.0,Intel Iris Pro Graphics,15.6,12.9429
monster,Free Dos,Intel Core i7,12.0,1920 x 1080,500.0,8.0,0.0,60.0,Intel Iris Graphics,14.1,21.699
lenovo,Free Dos,AMD Ryzen 7,7.0,1920 x 1080,1.0,16.0,0.0,60.0,AMD Radeon Graphics,15.6,14.899
lenovo,Free Dos,Intel Core i5,11.0,1920 x 1080,1.0,8.0,0.0,120.0,Nvidia GeForce GTX 1650,15.6,23.921
asus,Free Dos,AMD Ryzen 5,5.0,1920 x 1200,256.0,8.0,0.0,60.0,AMD Radeon Graphics,16.0,15.999
hp,Windows,AMD Ryzen 7,5.0,1920 x 1080,512.0,16.0,0.0,60.0,AMD Radeon Graphics,15.6,14.749
acer,Free Dos,Intel Core i7,12.0,1920 x 1080,512.0,16.0,0.0,60.0,Intel UHD Graphics,15.6,18.499
lenovo,Free Dos,AMD Ryzen 7,7.0,1920 x 1080,512.0,16.0,0.0,144.0,Nvidia GeForce RTX 4060,15.6,37.999
dell,Windows,Intel Core i5,11.0,1366 x 768,1.0,20.0,1.0,60.0,Nvidia GeForce MX330,14.0,17.219
hp,Windows,AMD Ryzen 3,5.0,1920 x 1080,512.0,16.0,0.0,60.0,AMD Radeon Graphics,15.6,14.1
hp,Free Dos,Intel Core i5,12.0,1920 x 1080,512.0,32.0,0.0,60.0,Intel Iris Graphics,15.6,19.6
hp,Windows,Intel Core i5,12.0,1920 x 1080,512.0,8.0,0.0,60.0,Intel Iris Graphics,15.6,19.0
hp,Windows,Intel Core i5,12.0,1920 x 1080,512.0,16.0,0.0,60.0,Intel Iris Graphics,15.6,19.1
hp,Windows,Intel Core i5,12.0,1920 x 1080,256.0,16.0,0.0,60.0,Intel Iris Graphics,15.6,19.1
hp,Windows,Intel Core i5,12.0,1920 x 1080,512.0,32.0,0.0,60.0,Intel Iris Graphics,15.6,20.1
hp,Windows,Intel Core i5,12.0,1920 x 1080,512.0,16.0,0.0,60.0,Intel Iris Graphics,15.6,19.6
asus,Windows,Intel Core i7,12.0,1920 x 1080,1.0,16.0,0.0,60.0,Intel UHD Graphics,15.6,25.0228
lenovo,Free Dos,AMD Ryzen 7,5.0,1920 x 1080,512.0,16.0,0.0,60.0,AMD Radeon Graphics,15.6,13.1999
dell,Free Dos,Intel Core i7,12.0,1920 x 1080,512.0,8.0,0.0,120.0,Intel UHD Graphics,15.6,18.6653
lenovo,,,,,,,,,,,14.344
lenovo,Free Dos,Intel Core i5,12.0,2560 x 1600,256.0,8.0,0.0,60.0,Intel Iris Graphics,13.3,23.6601
dell,Linux,AMD Ryzen 7,5.0,1920 x 1080,1.0,32.0,0.0,120.0,Dahili Ekran Kartı,15.6,16.999
asus,Windows,Intel Core i5,12.0,1920 x 1080,1.0,16.0,0.0,60.0,Intel Iris Graphics,15.6,17.899
lenovo,Free Dos,Intel Core i3,11.0,1920 x 1080,512.0,20.0,0.0,120.0,Intel UHD Graphics,15.6,11.3999
lenovo,Free Dos,AMD Ryzen 7,5.0,1920 x 1080,512.0,40.0,0.0,60.0,AMD Radeon Graphics,15.6,20.0
hp,Free Dos,Intel Core i3,11.0,1920 x 1080,256.0,8.0,0.0,60.0,Intel UHD Graphics 600,15.6,13.499
lenovo,Free Dos,Intel Core i7,12.0,1920 x 1080,1.0,40.0,0.0,60.0,Intel XE Graphics,15.6,23.999
fosiltech,Windows,Intel Atom,5.0,1920 x 1080,128.0,2.0,128.0,60.0,Belirtilmemiş,11.6,18.04
lenovo,Windows,Intel Core i5,13.0,1920 x 1080,512.0,8.0,512.0,60.0,Intel XE Graphics,15.6,22.999
asus,Free Dos,AMD Ryzen 7,3.0,1920 x 1080,1.0,24.0,0.0,60.0,AMD Radeon Graphics,15.6,16.199
acer,Free Dos,AMD Ryzen 7,6.0,1920 x 1080,512.0,16.0,0.0,144.0,Nvidia GeForce RTX 3070Ti,15.6,34.499
lenovo,Free Dos,AMD Ryzen 5,5.0,1920 x 1080,256.0,8.0,0.0,60.0,Dahili Ekran Kartı,15.6,11.149
monster,Windows,Intel Core i7,13.0,1920 x 1080,1.0,64.0,0.0,144.0,Nvidia GeForce RTX 4050,17.3,52.699
asus,Free Dos,Intel Core i5,12.0,1920 x 1080,512.0,16.0,0.0,60.0,Dahili Ekran Kartı,15.6,17.056
casper,Free Dos,Intel Xeon,13.0,1920 x 1280,1.0,32.0,256.0,120.0,Intel Iris Pro Graphics,15.6,16.6906
dell,Windows,AMD Ryzen 5,5.0,1920 x 1080,512.0,16.0,0.0,120.0,AMD Radeon Graphics,15.6,14.4656
asus,,,,,,,,,,,9.459
apple,,,,,1.0,,0.0,,,14.0,89.99
asus,Windows,Intel Core i5,12.0,1920 x 1080,256.0,8.0,0.0,60.0,Intel HD Graphics,15.6,17.899
asus,Windows,Intel Core i5,12.0,1920 x 1080,512.0,8.0,0.0,60.0,Intel UHD Graphics,15.6,15.199
hp,Free Dos,Intel Core i7,13.0,1920 x 1080,1.0,32.0,0.0,144.0,Nvidia GeForce RTX 4050,15.6,37.7181
lenovo,Free Dos,AMD Ryzen 7,5.0,1920 x 1080,512.0,16.0,0.0,60.0,AMD Radeon Graphics,15.6,13.499
asus,Free Dos,Intel Core i3,12.0,1920 x 1080,1.0,20.0,0.0,60.0,Intel UHD Graphics,15.6,12.8999
lenovo,Free Dos,Intel Core i5,12.0,1920 x 1080,512.0,16.0,0.0,144.0,Nvidia GeForce RTX 4060,15.6,34.999
hp,Free Dos,Intel Core i5,11.0,1920 x 1080,1.0,12.0,0.0,60.0,Dahili Ekran Kartı,15.6,12.999
dell,Windows,Intel Core i5,11.0,1920 x 1080,1.0,16.0,0.0,60.0,Intel Iris Graphics,15.6,15.999
asus,Windows,Intel Core i5,13.0,1920 x 1080,512.0,8.0,0.0,60.0,Nvidia GeForce RTX 2050,15.6,27.999
lenovo,Free Dos,Intel Celeron,11.0,1366 x 768,512.0,4.0,128.0,60.0,Intel UHD Graphics 600,15.6,9.1948
asus,Windows,Intel Core i5,11.0,1920 x 1080,256.0,8.0,0.0,60.0,Intel Iris Graphics,15.0,14.999
casper,Windows,Intel Core i5,11.0,1920 x 1080,500.0,8.0,0.0,60.0,Intel Iris Graphics,15.6,15.099
apple,Mac Os,M2,13.0,Belirtilmemiş,512.0,8.0,0.0,60.0,Belirtilmemiş,13.0,43.999
lenovo,Windows,Intel Core i3,10.0,1920 x 1080,256.0,8.0,0.0,60.0,Intel UHD Graphics,15.6,10.699
lenovo,Free Dos,Intel Core i7,11.0,1920 x 1080,1.0,16.0,0.0,60.0,Nvidia GeForce MX450,15.6,31.649
casper,Free Dos,Intel Core i5,12.0,1920 x 1080,500.0,32.0,0.0,144.0,Nvidia GeForce GTX 1650,15.6,24.799
asus,Windows,Intel Core i7,12.0,1920 x 1080,512.0,8.0,0.0,60.0,Intel UHD Graphics,15.6,22.4717
asus,Free Dos,Intel Core i7,12.0,1920 x 1200,512.0,16.0,0.0,165.0,Nvidia GeForce RTX 4050,16.0,42.999
hp,Free Dos,Intel Core i5,11.0,1920 x 1080,1.0,16.0,0.0,60.0,Intel XE Graphics,15.6,13.9999
lenovo,Free Dos,Intel Core i7,13.0,1920 x 1080,1.0,16.0,0.0,60.0,Intel XE Graphics,15.6,24.9999
lenovo,Windows,Intel Core i5,12.0,1920 x 1200,1.0,8.0,0.0,60.0,Intel Iris Graphics,14.0,29.0642
lenovo,Free Dos,AMD Ryzen 5,6.0,2560 x 1600,1.0,16.0,0.0,60.0,Nvidia GeForce RTX3060,16.0,31.205
asus,Windows,Intel Core i5,13.0,1920 x 1080,512.0,8.0,512.0,60.0,Intel UHD Graphics,14.0,25.0
apple,Mac Os,Apple M2 Pro,12.0,3456 x 2234,512.0,16.0,512.0,120.0,M2 Pro 19 Çekirdekli,16.0,83.49
asus,Free Dos,Intel Core i7,13.0,1920 x 1080,1.0,8.0,0.0,60.0,Dahili Ekran Kartı,15.6,23.609
asus,Windows,Intel Celeron,13.0,1920 x 1080,256.0,4.0,0.0,60.0,Intel UHD Graphics 600,14.0,8.1661
lenovo,Free Dos,AMD Ryzen 3,5.0,1920 x 1080,256.0,8.0,0.0,60.0,AMD Radeon R3,15.6,11.2612
hp,Free Dos,Intel Core i5,13.0,1920 x 1080,512.0,8.0,0.0,144.0,Nvidia GeForce RTX 3050,15.6,25.999
dell,Windows,Intel Core i7,12.0,1920 x 1080,1.0,32.0,0.0,60.0,Intel Iris Graphics,15.6,24.8445
hp,Free Dos,AMD Ryzen 5,5.0,1920 x 1080,256.0,16.0,0.0,60.0,Nvidia GeForce GTX 1650,15.6,25.6891
asus,Free Dos,Intel Core i7,12.0,1920 x 1080,512.0,8.0,0.0,60.0,Intel UHD Graphics,15.6,20.648
monster,,,,,1.0,,0.0,,,15.6,39.899
acer,Free Dos,Intel Core i7,13.0,3456 x 2234,1.0,16.0,0.0,120.0,Intel Iris Graphics,16.0,49.9
lenovo,Free Dos,Intel Core i7,12.0,1920 x 1080,512.0,8.0,0.0,60.0,Dahili Ekran Kartı,15.6,18.999
lenovo,Free Dos,AMD Ryzen 5,5.0,1920 x 1080,512.0,16.0,0.0,60.0,Dahili Ekran Kartı,15.6,12.7999
casper,Free Dos,Intel Core i7,12.0,1920 x 1080,1.0,32.0,0.0,60.0,Intel Iris Graphics,15.6,24.399
hp,Free Dos,AMD Ryzen 7,6.0,1920 x 1080,512.0,16.0,0.0,144.0,Nvidia GeForce RTX 3050 Ti,16.1,28.799
asus,Free Dos,Intel Core i7,12.0,1920 x 1080,512.0,24.0,0.0,60.0,Intel UHD Graphics,15.6,21.8014
lenovo,Free Dos,AMD E,,1920 x 1080,256.0,4.0,,,Dahili Ekran Kartı,15.6,11.666
asus,Free Dos,Intel Core i5,12.0,1920 x 1080,1.0,16.0,0.0,60.0,Intel UHD Graphics,15.6,16.199
asus,Windows,AMD Ryzen 7,5.0,2880 x 1620,1.0,16.0,0.0,120.0,AMD Radeon Graphics,15.6,34.999
lenovo,Free Dos,AMD A4,2.0,2256 x 1504,500.0,8.0,256.0,60.0,AMD Radeon R5 M430,14.0,14.1999
asus,Free Dos,AMD Ryzen 3,3.0,1366 x 768,256.0,4.0,0.0,60.0,AMD Radeon Vega 8,14.0,9.5031
asus,Windows,Intel Core i7,12.0,1920 x 1080,512.0,16.0,0.0,60.0,Intel UHD Graphics,15.6,23.0601
asus,Free Dos,Intel Core i3,11.0,1920 x 1080,512.0,20.0,0.0,60.0,Dahili Ekran Kartı,15.6,10.999
hp,Free Dos,AMD Ryzen 5,5.0,1920 x 1080,256.0,8.0,0.0,144.0,AMD Radeon RX6500M,15.6,25.47
dell,Free Dos,Intel Core i5,11.0,1920 x 1080,512.0,16.0,0.0,120.0,Intel Iris Graphics,15.6,14.4999
asus,Free Dos,Intel Core i9,12.0,1920 x 1080,1.0,32.0,0.0,360.0,Nvidia GeForce RTX 3080,17.0,75.999
asus,Windows,Intel Core i5,11.0,1920 x 1080,512.0,8.0,0.0,144.0,Nvidia GeForce RTX 3050,15.6,27.999
hp,Windows,AMD Ryzen 5,7.0,1920 x 1080,512.0,8.0,0.0,60.0,Intel HD Graphics,14.0,12.699
apple,Mac Os,M3,3.0,3024 x 1964,512.0,8.0,0.0,120.0,M3,14.0,62.999
acer,Free Dos,Intel Core i7,12.0,1920 x 1080,512.0,8.0,0.0,60.0,Nvidia GeForce MX550,15.6,19.7001
asus,Windows,Intel Celeron,1.0,1366 x 768,128.0,4.0,0.0,60.0,Paylaşımlı,15.6,8.999
lenovo,Free Dos,AMD Athlon,13.0,1366 x 768,256.0,8.0,0.0,60.0,AMD Radeon Graphics,15.6,11.555
casper,Free Dos,Intel Core i5,12.0,1920 x 1080,500.0,32.0,0.0,144.0,Nvidia GeForce RTX 4050,15.6,31.899
lenovo,Free Dos,AMD Ryzen 9,13.0,2560 x 1600,512.0,32.0,0.0,120.0,Nvidia GeForce RTX 3050,16.0,42.9999
msi,Windows,Intel Core i7,11.0,1920 x 1080,512.0,8.0,0.0,144.0,Nvidia GeForce RTX3060,15.6,64.999
lenovo,Free Dos,Intel Core i5,12.0,1920 x 1080,512.0,8.0,0.0,90.0,Intel UHD Graphics,15.6,13.989
monster,Free Dos,Intel Core i7,12.0,1920 x 1080,1.0,64.0,0.0,144.0,Nvidia GeForce RTX 4060,17.3,49.139
asus,Free Dos,Intel Core i7,12.0,1920 x 1200,512.0,24.0,0.0,120.0,Nvidia GeForce RTX 2050,16.0,31.909
