marka,Isletim_Sistemi,Islemci_Tipi,Islemci_Nesli,SSD_Kapasitesi,Ram,Hard_Disk_Kapasitesi,Ekran_Yenileme_Hizi,Ekran_Karti,Ekran_Boyutu,Fiyat
2,1,20,5.0,256.0,8.0,256.0,60.0,24,16.0,13.249
0,1,6,3.0,256.0,4.0,0.0,60.0,3,15.6,8.2999
2,5,22,13.0,1.0,32.0,0.0,120.0,54,14.5,124.8281
18,1,21,12.0,1.0,32.0,0.0,120.0,21,15.6,26.499
16,5,21,10.0,512.0,16.0,0.0,90.0,53,15.6,44.999
18,5,21,11.0,1.0,32.0,0.0,144.0,46,15.6,35.499
2,5,20,11.0,256.0,8.0,0.0,60.0,14,15.6,18.799
4,1,19,11.0,512.0,8.0,0.0,60.0,16,14.0,9.6785
11,5,20,12.0,1.0,8.0,0.0,60.0,21,15.6,20.0
2,5,17,13.0,512.0,8.0,0.0,60.0,25,14.0,9.5521
1,7,32,10.0,256.0,16.0,0.0,60.0,70,15.6,53.999
1,3,27,13.0,512.0,16.0,0.0,60.0,30,13.6,59.999
2,1,20,12.0,1.0,16.0,0.0,60.0,27,15.6,16.5999
1,3,27,13.0,1.0,32.0,0.0,60.0,14,14.0,103.999
2,1,20,11.0,256.0,8.0,256.0,90.0,40,15.6,15.79
16,1,8,5.0,512.0,8.0,0.0,60.0,3,15.6,13.499
11,1,7,5.0,256.0,8.0,0.0,60.0,3,15.6,9.9481
11,1,20,11.0,1.0,32.0,0.0,60.0,14,15.6,14.099
2,1,19,1.0,256.0,4.0,0.0,60.0,24,15.6,9.499
19,1,22,13.0,1.0,32.0,0.0,240.0,57,17.0,123.479
17,5,20,12.0,256.0,8.0,0.0,120.0,21,13.0,45.385
2,5,8,4.0,1.0,16.0,0.0,144.0,46,15.6,53.3353
11,1,6,5.0,256.0,8.0,0.0,60.0,8,15.6,10.179
8,1,20,12.0,512.0,16.0,0.0,360.0,54,17.3,44.699
3,5,21,12.0,1.0,32.0,0.0,144.0,53,15.6,39.999
1,3,27,13.0,512.0,16.0,0.0,60.0,14,14.0,73.49
18,5,21,13.0,1.0,64.0,0.0,165.0,55,16.0,70.999
19,5,22,13.0,4.0,64.0,0.0,240.0,55,17.3,95.499
2,1,8,3.0,512.0,16.0,0.0,60.0,3,15.6,14.2551
4,2,20,12.0,512.0,16.0,0.0,120.0,21,15.6,16.9175
11,1,7,5.0,256.0,16.0,0.0,60.0,3,15.6,11.299
18,5,21,13.0,1.0,32.0,0.0,240.0,54,17.0,72.999
1,3,22,13.0,1.0,16.0,0.0,60.0,14,16.0,64.999
3,1,20,12.0,2.0,32.0,0.0,144.0,54,15.6,37.499
2,5,21,11.0,1.0,16.0,0.0,60.0,21,13.0,47.999
0,5,20,11.0,1.0,32.0,500.0,144.0,45,15.6,29.0
3,1,21,12.0,500.0,16.0,0.0,144.0,54,15.6,35.599
3,1,22,13.0,1.0,32.0,0.0,165.0,55,16.0,63.499
19,5,21,12.0,512.0,16.0,0.0,144.0,45,15.6,34.6346
16,1,20,11.0,256.0,8.0,0.0,120.0,46,15.6,24.399
16,5,20,12.0,512.0,8.0,0.0,60.0,21,15.6,14.499
1,3,10,13.0,256.0,16.0,256.0,60.0,28,13.0,37.14
3,1,20,12.0,500.0,16.0,0.0,60.0,14,15.6,16.499
2,1,22,13.0,1.0,16.0,0.0,240.0,55,18.0,73.399
18,7,32,10.0,256.0,16.0,0.0,60.0,70,15.6,20.499
4,7,32,10.0,256.0,16.0,0.0,60.0,70,15.6,22.249
14,5,21,7.0,512.0,8.0,0.0,60.0,16,15.6,16.4754
2,1,7,7.0,256.0,8.0,0.0,60.0,3,15.6,11.199
1,3,13,2.0,512.0,8.0,512.0,120.0,30,15.0,59.494
16,1,21,11.0,512.0,16.0,0.0,60.0,21,15.6,19.9817
4,1,20,11.0,512.0,8.0,0.0,60.0,40,14.0,13.091
11,7,32,10.0,512.0,16.0,0.0,60.0,70,15.6,24.999
4,1,20,11.0,512.0,16.0,0.0,60.0,21,15.6,13.737
19,5,21,12.0,1.0,64.0,0.0,240.0,59,15.6,52.7
11,1,18,13.0,256.0,8.0,0.0,60.0,14,15.6,11.949
2,7,32,10.0,256.0,16.0,0.0,60.0,70,15.6,37.0503
16,5,20,12.0,1.0,8.0,0.0,60.0,21,16.0,28.8508
11,5,21,13.0,1.0,16.0,0.0,60.0,45,15.6,46.899
2,5,7,4.0,512.0,8.0,500.0,144.0,46,15.6,29.5
16,1,21,12.0,512.0,16.0,0.0,60.0,43,15.6,25.299
2,1,19,12.0,256.0,12.0,0.0,60.0,24,15.6,10.9999
16,5,20,12.0,512.0,16.0,0.0,60.0,21,15.6,16.499
2,5,20,12.0,256.0,8.0,0.0,60.0,16,15.6,14.599
4,5,20,11.0,512.0,16.0,0.0,60.0,41,15.6,17.7234
16,1,20,11.0,512.0,24.0,1.0,60.0,41,15.6,18.1448
1,3,27,13.0,1.0,16.0,0.0,60.0,13,16.0,97.99
16,1,21,13.0,1.0,16.0,0.0,144.0,54,15.6,48.985
16,1,6,5.0,256.0,12.0,0.0,60.0,3,15.6,10.0763
2,1,22,13.0,1.0,32.0,0.0,120.0,54,16.0,74.329
16,5,21,12.0,512.0,16.0,512.0,60.0,21,12.4,34.899
18,5,21,12.0,1.0,64.0,0.0,144.0,54,17.3,52.699
0,1,29,5.0,64.0,36.0,500.0,360.0,27,18.0,34.899
4,1,20,11.0,1.0,16.0,0.0,60.0,40,14.0,14.3831
16,1,8,12.0,512.0,16.0,0.0,60.0,3,15.6,13.499
2,5,29,5.0,32.0,36.0,500.0,90.0,42,18.0,10.8505
2,1,19,12.0,256.0,12.0,0.0,60.0,14,15.6,11.069
16,1,19,11.0,256.0,4.0,0.0,60.0,24,15.6,9.999
11,1,0,1.0,128.0,1.0,250.0,60.0,14,14.0,12.8409
19,1,22,13.0,2.0,32.0,0.0,240.0,56,17.0,98.399
16,5,29,5.0,32.0,36.0,500.0,90.0,42,18.0,13.313
2,1,9,7.0,512.0,16.0,0.0,144.0,55,15.6,53.8189
2,7,32,10.0,512.0,16.0,0.0,60.0,70,15.6,38.399
16,5,21,11.0,512.0,16.0,0.0,60.0,21,15.6,21.148
0,5,21,12.0,512.0,8.0,0.0,60.0,21,14.0,28.799
2,5,21,11.0,512.0,16.0,0.0,60.0,66,14.0,22.999
3,1,19,11.0,500.0,8.0,0.0,60.0,24,15.6,13.699
2,1,7,5.0,512.0,8.0,0.0,60.0,3,15.6,12.899
11,5,20,12.0,512.0,16.0,0.0,144.0,45,15.6,29.999
4,1,20,11.0,512.0,16.0,1.0,60.0,40,14.0,14.6357
16,1,8,5.0,512.0,24.0,0.0,60.0,3,15.6,14.099
0,1,6,7.0,512.0,8.0,0.0,60.0,3,15.6,10.499
11,1,20,11.0,256.0,8.0,0.0,60.0,27,15.6,11.549
0,7,32,10.0,256.0,16.0,0.0,60.0,70,15.6,11.499
4,4,20,11.0,512.0,16.0,0.0,60.0,21,15.6,14.5
16,1,20,12.0,512.0,16.0,0.0,60.0,27,15.6,15.1419
3,7,32,10.0,256.0,16.0,0.0,60.0,70,15.6,24.599
0,1,7,7.0,512.0,8.0,0.0,60.0,3,15.6,10.75
2,1,20,10.0,256.0,4.0,0.0,60.0,39,15.6,18.48
4,1,20,11.0,256.0,12.0,0.0,60.0,40,14.0,12.9841
4,1,20,11.0,512.0,12.0,0.0,60.0,40,14.0,13.4504
16,1,20,12.0,256.0,12.0,0.0,60.0,14,15.6,13.9999
16,1,20,5.0,256.0,8.0,500.0,60.0,13,15.6,14.9999
11,1,20,11.0,256.0,16.0,0.0,60.0,14,15.6,12.499
4,1,8,5.0,512.0,16.0,1.0,120.0,3,15.6,16.824
16,1,19,11.0,256.0,8.0,0.0,60.0,24,14.0,10.99
11,1,20,12.0,512.0,16.0,0.0,60.0,43,15.6,19.9999
0,5,19,12.0,256.0,4.0,0.0,60.0,24,15.6,9.2551
0,1,21,12.0,512.0,16.0,0.0,165.0,54,15.6,36.999
0,1,20,12.0,512.0,8.0,0.0,60.0,21,15.6,16.999
11,5,29,5.0,32.0,36.0,500.0,90.0,42,18.0,31.9853
2,1,21,13.0,1.0,16.0,0.0,165.0,56,16.0,72.099
3,1,21,12.0,1.0,16.0,0.0,60.0,21,15.6,19.499
16,5,17,1.0,1.0,4.0,0.0,60.0,25,15.6,9.3678
16,5,21,12.0,1.0,16.0,1.0,165.0,47,15.6,38.999
0,5,19,12.0,256.0,4.0,0.0,60.0,24,15.6,9.149
11,5,20,13.0,1.0,16.0,0.0,144.0,54,16.1,36.499
19,5,21,12.0,1.0,16.0,0.0,60.0,27,14.0,39.8435
16,5,19,13.0,256.0,4.0,0.0,60.0,13,15.6,9.65
0,5,20,12.0,512.0,8.0,0.0,144.0,46,15.6,25.753
2,1,17,13.0,1.0,8.0,0.0,60.0,24,15.6,8.899
16,1,4,7.0,512.0,8.0,0.0,60.0,3,15.6,9.799
18,1,21,12.0,500.0,16.0,0.0,144.0,54,15.6,38.699
13,1,16,1.0,120.0,1.0,0.0,60.0,6,10.0,43.499
2,1,20,12.0,512.0,8.0,0.0,60.0,27,15.6,14.5999
2,1,20,11.0,1.0,16.0,0.0,60.0,40,14.0,17.999
16,1,19,13.0,256.0,8.0,0.0,60.0,24,15.0,11.199
11,1,21,13.0,512.0,8.0,0.0,60.0,21,15.6,20.999
6,1,20,11.0,256.0,16.0,0.0,60.0,21,15.6,11.5321
4,5,0,13.0,256.0,8.0,256.0,60.0,14,15.6,14.2958
4,5,20,11.0,256.0,16.0,0.0,60.0,21,15.6,14.449
19,1,22,13.0,1.0,32.0,0.0,240.0,56,16.0,96.254
1,3,13,2.0,256.0,8.0,256.0,120.0,30,15.0,47.94
1,3,10,13.0,256.0,8.0,0.0,60.0,14,13.3,42.0
16,5,20,11.0,256.0,8.0,0.0,60.0,21,15.6,15.349
16,1,0,1.0,128.0,1.0,250.0,60.0,14,14.0,53.63
2,1,9,7.0,512.0,16.0,0.0,144.0,55,15.6,51.7415
16,1,20,12.0,256.0,16.0,0.0,60.0,27,15.6,14.3618
18,1,21,12.0,1.0,16.0,0.0,144.0,54,17.3,40.999
2,1,7,4.0,256.0,8.0,256.0,60.0,0,15.6,16.999
0,5,17,5.0,128.0,8.0,0.0,60.0,24,15.6,8.799
16,1,20,11.0,512.0,8.0,500.0,120.0,36,15.6,24.999
0,5,20,11.0,256.0,8.0,0.0,60.0,21,15.6,12.75
11,1,8,7.0,1.0,16.0,0.0,144.0,53,16.1,34.999
3,1,20,12.0,500.0,16.0,0.0,144.0,44,15.6,25.499
13,5,20,10.0,512.0,8.0,512.0,60.0,26,14.0,19.999
0,5,21,11.0,512.0,16.0,0.0,60.0,66,15.6,22.999
3,1,20,12.0,500.0,8.0,0.0,60.0,14,15.6,15.499
1,7,32,10.0,256.0,16.0,0.0,60.0,70,15.6,85.899
16,1,20,11.0,240.0,4.0,0.0,60.0,14,15.6,20.682
2,5,20,11.0,512.0,8.0,512.0,60.0,24,14.0,19.99
16,1,20,12.0,512.0,8.0,0.0,60.0,21,14.0,17.999
2,1,7,4.0,512.0,8.0,0.0,60.0,3,14.0,12.899
2,5,20,11.0,512.0,16.0,0.0,60.0,21,14.0,19.999
2,1,21,13.0,1.0,32.0,0.0,165.0,54,16.0,55.6207
2,1,21,13.0,1.0,32.0,0.0,165.0,53,16.0,51.0977
16,5,23,5.0,4.0,8.0,2.0,90.0,14,15.6,21.999
0,1,22,13.0,1.0,24.0,0.0,165.0,55,16.0,58.999
2,5,21,13.0,1.0,16.0,0.0,60.0,21,13.0,44.999
11,1,20,12.0,1.0,16.0,0.0,144.0,46,16.1,29.4999
16,1,23,13.0,256.0,8.0,0.0,60.0,25,15.6,10.995
16,5,21,13.0,512.0,16.0,0.0,60.0,21,14.0,47.999
3,5,20,12.0,500.0,8.0,0.0,144.0,45,15.6,26.799
2,5,17,13.0,128.0,8.0,0.0,60.0,24,14.0,8.999
20,0,2,13.0,32.0,3.0,32.0,240.0,67,10.0,3.999
4,1,20,11.0,256.0,8.0,0.0,60.0,24,15.6,12.599
16,1,21,12.0,1.0,24.0,0.0,60.0,27,15.6,22.849
1,3,27,13.0,512.0,8.0,512.0,144.0,31,13.3,49.98
6,1,20,11.0,256.0,16.0,0.0,60.0,21,15.6,11.2851
10,5,7,13.0,512.0,16.0,512.0,60.0,3,16.1,24.999
19,5,21,12.0,0.0,16.0,512.0,60.0,15,14.0,32.55
2,1,21,13.0,1.0,16.0,0.0,60.0,14,15.6,24.719
6,7,32,10.0,256.0,16.0,0.0,60.0,70,15.6,10.2951
2,5,20,11.0,512.0,16.0,0.0,60.0,21,15.6,17.499
2,5,20,12.0,256.0,16.0,0.0,60.0,27,15.6,13.999
4,1,8,10.0,512.0,8.0,500.0,60.0,14,15.6,12.999
11,1,6,5.0,512.0,8.0,0.0,60.0,3,15.6,12.4
2,5,17,4.0,128.0,8.0,0.0,60.0,24,14.0,8.749
2,1,20,12.0,512.0,24.0,0.0,60.0,21,15.6,16.0371
11,5,20,12.0,512.0,32.0,0.0,60.0,21,15.6,20.6
11,1,18,13.0,256.0,8.0,0.0,60.0,14,15.6,27.773
11,5,20,12.0,512.0,16.0,0.0,60.0,13,15.6,21.399
2,1,9,7.0,512.0,16.0,0.0,144.0,55,15.6,54.999
2,1,21,12.0,1.0,32.0,0.0,144.0,45,15.6,36.6606
18,7,32,10.0,500.0,16.0,0.0,60.0,70,15.6,30.699
16,1,20,12.0,512.0,16.0,0.0,60.0,21,15.6,14.6109
0,1,20,11.0,1.0,16.0,0.0,144.0,45,15.6,26.199
11,5,20,13.0,256.0,8.0,0.0,60.0,24,14.0,27.597
16,1,7,5.0,256.0,16.0,0.0,60.0,14,15.6,12.2999
16,5,19,11.0,0.0,4.0,256.0,60.0,24,15.6,9.699
16,1,20,11.0,256.0,16.0,1.0,60.0,41,15.6,16.7503
6,1,20,11.0,1.0,16.0,0.0,60.0,21,15.6,13.0171
2,1,22,13.0,1.0,16.0,0.0,165.0,53,13.4,62.999
16,1,7,7.0,1.0,16.0,0.0,120.0,14,15.6,30.5707
2,5,21,13.0,1.0,32.0,1.0,120.0,55,16.0,79.251
2,5,19,11.0,1.0,12.0,0.0,60.0,24,15.6,12.0
16,1,20,11.0,256.0,12.0,1.0,60.0,40,14.0,13.8459
11,5,6,5.0,512.0,16.0,0.0,60.0,3,15.6,13.6
3,1,20,11.0,500.0,16.0,500.0,60.0,21,15.6,15.39
0,5,17,13.0,128.0,8.0,0.0,60.0,24,15.6,8.999
1,3,27,2.0,256.0,8.0,512.0,144.0,31,13.0,42.99
16,1,8,5.0,512.0,16.0,0.0,60.0,3,15.6,15.799
2,1,8,5.0,512.0,8.0,0.0,60.0,14,16.0,19.929
0,5,19,3.0,256.0,4.0,0.0,60.0,24,15.6,9.499
16,7,32,10.0,256.0,16.0,0.0,60.0,70,15.6,15.599
4,1,20,11.0,256.0,16.0,1.0,60.0,40,14.0,14.1684
4,1,20,11.0,1.0,20.0,0.0,60.0,40,14.0,14.7426
4,1,20,11.0,1.0,32.0,0.0,60.0,40,14.0,15.4965
2,1,8,6.0,1.0,32.0,0.0,144.0,45,15.6,36.579
3,1,20,12.0,500.0,16.0,0.0,144.0,53,15.6,30.599
18,1,20,12.0,1.0,32.0,0.0,144.0,53,15.6,34.899
2,5,6,3.0,512.0,8.0,0.0,60.0,3,15.6,9.9981
16,1,20,12.0,1.0,16.0,0.0,60.0,46,15.6,26.3999
11,1,21,13.0,512.0,16.0,0.0,144.0,53,16.1,34.999
2,1,19,11.0,256.0,12.0,0.0,60.0,24,15.6,10.3941
4,1,8,5.0,1.0,32.0,0.0,120.0,3,15.6,17.8213
16,1,7,6.0,512.0,16.0,0.0,60.0,58,16.0,29.999
16,5,21,13.0,1.0,32.0,0.0,60.0,58,16.0,59.999
2,5,21,12.0,1.0,16.0,0.0,120.0,58,15.6,44.95
2,1,19,12.0,512.0,16.0,0.0,60.0,24,15.6,12.3021
0,5,6,7.0,1.0,8.0,0.0,60.0,3,15.6,15.149
2,1,8,7.0,1.0,16.0,0.0,144.0,53,15.6,35.1
16,1,20,12.0,512.0,12.0,0.0,60.0,14,15.6,15.2999
4,2,21,12.0,2.0,32.0,0.0,60.0,21,15.6,24.4352
2,1,20,13.0,1.0,16.0,0.0,120.0,53,16.0,34.999
16,5,20,12.0,512.0,40.0,0.0,60.0,14,14.0,29.3379
19,5,21,12.0,1.0,16.0,0.0,144.0,55,15.6,53.87
2,5,20,11.0,512.0,16.0,0.0,144.0,45,15.6,28.999
2,5,21,13.0,1.0,16.0,0.0,60.0,27,13.3,57.179
2,1,19,12.0,256.0,8.0,0.0,60.0,24,15.6,10.7999
16,1,20,11.0,512.0,8.0,0.0,60.0,41,15.6,18.5999
4,1,21,13.0,512.0,32.0,0.0,165.0,54,15.6,45.425
2,5,20,10.0,512.0,8.0,512.0,90.0,44,16.0,24.999
2,5,19,11.0,128.0,8.0,0.0,60.0,24,15.6,10.2937
2,6,19,11.0,256.0,4.0,256.0,60.0,25,15.6,10.599
2,5,22,12.0,1.0,32.0,0.0,60.0,49,15.6,94.105
16,5,17,1.0,128.0,4.0,0.0,60.0,24,15.6,7.199
0,1,20,11.0,256.0,8.0,0.0,60.0,14,15.6,14.0965
11,1,7,5.0,1.0,32.0,0.0,60.0,14,15.6,15.2999
16,1,20,11.0,512.0,32.0,0.0,60.0,40,14.0,14.8864
3,1,21,12.0,500.0,8.0,0.0,144.0,45,15.6,27.599
4,1,20,11.0,256.0,16.0,0.0,60.0,41,15.6,15.7226
11,1,19,11.0,256.0,4.0,0.0,60.0,16,15.6,13.499
0,5,20,11.0,512.0,16.0,0.0,60.0,41,15.6,21.0
2,1,20,12.0,512.0,8.0,0.0,60.0,27,15.6,14.3541
11,1,22,13.0,1.0,32.0,0.0,165.0,57,17.3,93.799
4,1,19,11.0,512.0,4.0,0.0,60.0,24,14.0,9.3941
2,1,20,13.0,1.0,40.0,0.0,60.0,27,15.6,21.8999
4,1,19,11.0,128.0,8.0,0.0,60.0,24,14.0,8.8909
11,5,20,11.0,2.0,64.0,0.0,60.0,14,14.0,36.7066
0,2,19,12.0,128.0,4.0,0.0,60.0,21,15.6,8.499
3,1,21,12.0,2.0,64.0,0.0,144.0,45,15.6,34.299
1,3,22,13.0,1.0,16.0,0.0,60.0,14,16.0,99.999
1,3,11,13.0,1.0,32.0,0.0,120.0,14,16.0,99.9
16,5,7,11.0,512.0,8.0,0.0,120.0,45,16.0,28.649
11,1,8,7.0,1.0,32.0,0.0,144.0,52,16.1,36.799
2,5,6,3.0,256.0,4.0,0.0,60.0,3,15.6,9.1071
2,1,20,12.0,1.0,24.0,0.0,60.0,24,15.6,16.899
16,1,8,5.0,256.0,16.0,0.0,60.0,3,15.6,12.6999
2,1,21,13.0,1.0,32.0,0.0,165.0,54,16.0,54.823
16,1,7,7.0,256.0,8.0,0.0,60.0,3,15.6,11.499
11,1,21,13.0,1.0,32.0,0.0,144.0,54,16.1,45.3544
23,5,21,7.0,512.0,8.0,0.0,60.0,65,14.0,47.9999
3,1,21,12.0,1.0,16.0,0.0,144.0,54,15.6,36.199
16,5,20,11.0,512.0,16.0,0.0,60.0,21,15.6,15.617
16,1,21,12.0,512.0,16.0,0.0,60.0,21,15.6,19.74
4,1,19,11.0,256.0,16.0,0.0,60.0,24,14.0,9.5194
16,1,21,12.0,512.0,16.0,0.0,60.0,14,15.6,26.729
11,1,7,5.0,256.0,8.0,0.0,60.0,36,15.6,24.7491
2,5,20,11.0,0.0,8.0,256.0,90.0,24,15.6,13.999
1,3,27,2.0,512.0,8.0,512.0,120.0,31,13.3,49.0
4,5,0,13.0,256.0,8.0,256.0,60.0,14,14.0,13.4864
0,1,7,5.0,512.0,8.0,0.0,60.0,3,15.6,12.249
2,1,7,5.0,512.0,8.0,0.0,60.0,3,15.6,13.999
16,1,20,11.0,256.0,8.0,0.0,60.0,21,15.6,13.499
16,1,19,12.0,512.0,8.0,512.0,60.0,24,14.0,11.899
6,1,20,11.0,256.0,64.0,0.0,60.0,21,15.6,14.5021
4,5,22,13.0,2.0,64.0,0.0,165.0,56,18.0,138.331
16,1,8,12.0,512.0,8.0,0.0,60.0,3,15.6,12.499
18,5,22,13.0,1.0,32.0,0.0,240.0,57,17.0,125.999
2,1,20,12.0,1.0,8.0,0.0,60.0,21,15.6,16.0861
16,5,20,11.0,256.0,24.0,1.0,60.0,40,14.0,16.0357
16,5,20,11.0,256.0,24.0,0.0,60.0,40,14.0,15.1739
16,1,20,11.0,2.0,16.0,1.0,60.0,40,14.0,16.7886
16,1,20,11.0,2.0,24.0,1.0,60.0,40,14.0,17.3997
2,5,21,13.0,1.0,32.0,1.0,120.0,54,16.0,69.205
2,1,20,12.0,1.0,24.0,0.0,60.0,21,15.6,17.4721
16,5,20,11.0,2.0,20.0,0.0,60.0,40,14.0,17.901
16,1,7,7.0,1.0,8.0,0.0,60.0,14,15.6,11.499
11,1,21,13.0,1.0,32.0,0.0,144.0,53,16.1,40.999
16,1,8,7.0,512.0,16.0,0.0,60.0,3,15.6,21.299
2,1,7,5.0,1.0,16.0,0.0,144.0,45,15.6,26.499
3,5,20,13.0,1.0,32.0,0.0,144.0,54,15.6,39.299
16,7,32,10.0,256.0,16.0,0.0,60.0,70,15.6,9.998
4,1,20,12.0,512.0,8.0,0.0,60.0,21,15.6,14.5998
4,5,20,11.0,1.0,16.0,0.0,60.0,40,14.0,15.9997
4,5,20,11.0,2.0,16.0,1.0,60.0,40,14.0,18.2245
4,5,20,11.0,256.0,32.0,0.0,60.0,40,14.0,16.0357
4,5,20,11.0,2.0,16.0,0.0,60.0,40,14.0,17.183
4,5,20,11.0,1.0,32.0,0.0,60.0,40,14.0,16.7527
4,5,20,11.0,2.0,8.0,0.0,60.0,40,14.0,16.8605
4,5,20,11.0,256.0,12.0,1.0,60.0,40,14.0,15.2818
4,5,20,11.0,256.0,12.0,1.0,60.0,40,14.0,15.4605
4,5,20,11.0,256.0,16.0,1.0,60.0,40,14.0,15.6043
4,5,20,11.0,2.0,20.0,0.0,60.0,40,14.0,17.7222
4,5,20,11.0,1.0,16.0,1.0,60.0,40,14.0,16.8605
4,1,20,11.0,2.0,24.0,0.0,60.0,40,14.0,16.537
4,5,20,11.0,1.0,24.0,0.0,60.0,40,14.0,16.2504
4,1,20,11.0,2.0,20.0,0.0,60.0,40,14.0,16.2863
4,1,20,11.0,2.0,32.0,0.0,60.0,40,14.0,17.0402
4,1,20,11.0,2.0,32.0,1.0,60.0,40,14.0,17.901
4,5,20,11.0,2.0,24.0,0.0,60.0,40,14.0,17.7931
4,5,20,11.0,1.0,24.0,0.0,60.0,40,14.0,16.6099
4,5,20,11.0,2.0,20.0,1.0,60.0,40,14.0,18.7637
4,5,20,11.0,1.0,16.0,1.0,60.0,40,14.0,16.501
4,5,20,11.0,512.0,32.0,1.0,60.0,40,14.0,17.0043
4,5,20,11.0,2.0,16.0,1.0,60.0,40,14.0,18.0458
4,5,20,11.0,2.0,16.0,0.0,60.0,40,14.0,17.5425
4,5,20,11.0,1.0,24.0,1.0,60.0,40,14.0,17.1111
4,5,20,11.0,512.0,16.0,1.0,60.0,40,14.0,16.0706
4,5,20,11.0,512.0,16.0,1.0,60.0,40,14.0,16.2504
4,5,20,11.0,1.0,32.0,1.0,60.0,40,14.0,17.9739
4,5,20,11.0,1.0,12.0,1.0,60.0,40,14.0,16.537
4,5,20,11.0,1.0,32.0,0.0,60.0,40,14.0,16.9324
4,5,20,11.0,1.0,32.0,1.0,60.0,40,14.0,17.6144
4,5,20,11.0,1.0,32.0,1.0,60.0,40,14.0,17.7931
4,1,20,11.0,2.0,12.0,1.0,60.0,40,14.0,16.4651
4,5,20,11.0,2.0,20.0,0.0,60.0,40,14.0,17.5425
4,5,20,11.0,1.0,12.0,1.0,60.0,40,14.0,16.1785
4,5,20,11.0,2.0,12.0,0.0,60.0,40,14.0,17.0402
4,5,20,11.0,1.0,24.0,0.0,60.0,40,14.0,16.4291
4,5,20,11.0,2.0,24.0,0.0,60.0,40,14.0,18.1526
4,5,20,11.0,1.0,24.0,1.0,60.0,40,14.0,17.2919
4,5,20,11.0,2.0,24.0,1.0,60.0,40,14.0,19.0144
1,3,28,3.0,512.0,36.0,0.0,120.0,34,16.0,108.399
0,1,8,5.0,1.0,32.0,0.0,360.0,50,17.3,59.999
11,1,20,13.0,512.0,16.0,0.0,144.0,53,16.1,37.999
0,5,19,3.0,256.0,4.0,0.0,60.0,24,15.6,9.999
16,1,20,11.0,256.0,24.0,0.0,60.0,40,14.0,13.9178
0,5,19,3.0,128.0,4.0,0.0,60.0,24,15.6,9.499
2,5,17,13.0,256.0,8.0,0.0,60.0,24,14.0,9.699
16,5,20,12.0,512.0,16.0,0.0,60.0,24,15.6,16.97
3,5,20,12.0,500.0,8.0,0.0,60.0,21,15.6,16.699
2,5,21,12.0,1.0,40.0,0.0,60.0,24,15.6,26.788
16,1,20,11.0,512.0,8.0,0.0,60.0,41,15.6,15.499
16,5,20,11.0,256.0,8.0,0.0,60.0,21,15.6,14.249
11,5,8,10.0,256.0,8.0,0.0,90.0,3,14.0,13.599
16,5,0,10.0,0.0,4.0,0.0,60.0,0,10.0,9.499
0,5,20,11.0,1.0,32.0,0.0,144.0,45,15.6,28.0
4,5,20,11.0,256.0,8.0,0.0,60.0,40,14.0,14.2403
4,1,20,11.0,1.0,24.0,0.0,60.0,40,14.0,14.9942
4,1,20,11.0,1.0,12.0,0.0,60.0,40,14.0,14.0606
4,1,20,11.0,512.0,12.0,1.0,60.0,40,14.0,14.3122
4,1,20,11.0,256.0,20.0,1.0,60.0,40,14.0,14.5279
4,1,20,11.0,512.0,20.0,1.0,60.0,40,14.0,14.9942
4,5,20,11.0,256.0,16.0,1.0,60.0,40,14.0,15.4246
4,5,20,11.0,512.0,12.0,0.0,60.0,40,14.0,15.0651
4,5,20,11.0,1.0,8.0,0.0,60.0,40,14.0,14.9583
4,5,20,11.0,256.0,12.0,0.0,60.0,40,14.0,14.419
4,1,20,11.0,1.0,8.0,0.0,60.0,40,14.0,13.7011
4,5,20,11.0,512.0,12.0,0.0,60.0,40,14.0,14.7066
4,1,20,11.0,512.0,8.0,1.0,60.0,40,14.0,13.9537
4,1,20,11.0,512.0,24.0,0.0,60.0,40,14.0,14.3831
4,5,20,11.0,256.0,8.0,0.0,60.0,40,14.0,14.0606
16,1,19,11.0,1.0,4.0,1.0,60.0,24,14.0,9.999
11,1,7,5.0,512.0,8.0,0.0,60.0,14,15.6,10.499
4,5,20,11.0,512.0,8.0,0.0,60.0,40,14.0,14.7066
4,5,20,11.0,256.0,12.0,0.0,60.0,40,14.0,14.5998
4,5,20,11.0,256.0,16.0,0.0,60.0,40,14.0,14.7426
4,1,20,11.0,512.0,20.0,0.0,60.0,40,14.0,14.1325
4,5,20,11.0,512.0,8.0,0.0,60.0,40,14.0,14.5279
4,1,20,11.0,256.0,24.0,1.0,60.0,40,14.0,14.7785
4,5,20,11.0,256.0,12.0,1.0,60.0,40,14.0,15.1011
4,5,20,11.0,256.0,16.0,0.0,60.0,40,14.0,14.5638
4,5,20,11.0,512.0,12.0,0.0,60.0,40,14.0,14.8864
4,5,20,11.0,256.0,16.0,0.0,60.0,40,14.0,14.9223
4,5,20,11.0,512.0,16.0,0.0,60.0,40,14.0,15.3886
4,1,20,11.0,256.0,8.0,1.0,60.0,40,14.0,13.4864
4,1,20,11.0,1.0,16.0,1.0,60.0,40,14.0,15.2458
16,1,20,11.0,1.0,24.0,1.0,60.0,40,14.0,15.855
23,5,21,4.0,256.0,8.0,0.0,60.0,65,15.6,29.576
1,3,12,13.0,512.0,16.0,0.0,60.0,14,16.0,69.96
