marka,Isletim_Sistemi,Islemci_Tipi,Islemci_Nesli,SSD_Kapasitesi,Ram,Hard_Disk_Kapasitesi,Ekran_Yenileme_Hizi,Ekran_Karti,Ekran_Boyutu,Fiyat
2,1,20,11.0,256.0,4.0,0.0,60.0,16,15.6,11.749
0,5,19,12.0,512.0,4.0,0.0,60.0,24,15.6,9.549
2,1,20,12.0,512.0,24.0,0.0,60.0,24,15.6,16.359
16,1,6,7.0,512.0,8.0,0.0,60.0,14,15.6,9.9999
11,5,7,7.0,512.0,8.0,0.0,60.0,3,15.6,14.86
23,5,21,10.0,512.0,16.0,0.0,60.0,65,15.6,49.285
2,1,20,12.0,256.0,8.0,0.0,120.0,44,16.0,23.999
16,1,19,11.0,512.0,8.0,512.0,60.0,16,15.6,11.899
0,1,25,13.0,256.0,16.0,1.0,360.0,46,15.6,30.8623
2,5,20,10.0,256.0,8.0,256.0,60.0,17,15.6,16.34
11,1,20,11.0,256.0,16.0,0.0,60.0,21,15.6,12.999
11,1,7,5.0,256.0,12.0,0.0,60.0,3,15.6,10.4999
11,1,7,5.0,256.0,20.0,0.0,60.0,3,15.6,11.099
4,5,20,11.0,512.0,16.0,1.0,60.0,40,14.0,15.8919
4,5,20,11.0,1.0,12.0,0.0,60.0,40,14.0,15.6762
4,5,20,11.0,256.0,16.0,1.0,60.0,40,14.0,15.7831
4,1,20,11.0,512.0,32.0,1.0,60.0,40,14.0,15.7471
18,5,21,11.0,500.0,16.0,0.0,60.0,46,17.3,34.299
16,1,20,12.0,512.0,16.0,0.0,60.0,46,15.6,25.7999
4,5,20,11.0,256.0,8.0,1.0,60.0,40,14.0,15.1011
4,5,20,11.0,1.0,16.0,0.0,60.0,40,14.0,15.6403
3,5,20,12.0,1.0,32.0,1.0,144.0,54,15.6,41.499
1,3,12,13.0,1.0,16.0,0.0,120.0,65,14.0,74.795
16,5,20,10.0,512.0,12.0,0.0,60.0,40,15.6,16.899
16,1,20,12.0,500.0,8.0,512.0,60.0,7,15.6,18.95
11,5,21,11.0,512.0,16.0,0.0,60.0,14,14.0,29.999
11,1,20,13.0,512.0,16.0,0.0,144.0,44,15.6,26.4811
16,5,21,11.0,256.0,32.0,0.0,165.0,46,15.6,39.0
2,1,20,12.0,256.0,16.0,0.0,120.0,44,16.0,24.699
11,5,6,5.0,512.0,8.0,0.0,60.0,3,15.6,12.8
11,1,6,5.0,512.0,16.0,0.0,60.0,3,15.6,13.2
3,1,20,12.0,1.0,16.0,0.0,144.0,54,15.6,33.999
2,1,21,11.0,1.0,16.0,0.0,60.0,21,13.3,49.999
11,1,7,6.0,512.0,8.0,0.0,144.0,46,16.1,24.838
2,1,20,11.0,256.0,16.0,0.0,60.0,14,15.6,13.099
1,7,32,10.0,256.0,16.0,0.0,60.0,70,15.6,42.999
2,1,8,6.0,512.0,16.0,0.0,144.0,46,15.6,33.199
4,5,20,11.0,256.0,8.0,1.0,60.0,40,14.2,15.117
11,1,20,11.0,512.0,16.0,0.0,60.0,14,15.6,13.249
16,1,6,10.0,512.0,8.0,0.0,60.0,65,15.6,10.0668
12,1,25,13.0,1.0,32.0,256.0,120.0,23,15.6,12.9429
18,1,21,12.0,500.0,8.0,0.0,60.0,21,14.1,21.699
16,1,8,7.0,1.0,16.0,0.0,60.0,3,15.6,14.899
16,1,20,11.0,1.0,8.0,0.0,120.0,36,15.6,23.921
2,1,7,5.0,256.0,8.0,0.0,60.0,3,16.0,15.999
11,5,8,5.0,512.0,16.0,0.0,60.0,3,15.6,14.749
0,1,21,12.0,512.0,16.0,0.0,60.0,24,15.6,18.499
16,1,8,7.0,512.0,16.0,0.0,144.0,54,15.6,37.999
4,5,20,11.0,1.0,20.0,1.0,60.0,40,14.0,17.219
11,5,6,5.0,512.0,16.0,0.0,60.0,3,15.6,14.1
11,1,20,12.0,512.0,32.0,0.0,60.0,21,15.6,19.6
11,5,20,12.0,512.0,8.0,0.0,60.0,21,15.6,19.0
11,5,20,12.0,512.0,16.0,0.0,60.0,21,15.6,19.1
11,5,20,12.0,256.0,16.0,0.0,60.0,21,15.6,19.1
11,5,20,12.0,512.0,32.0,0.0,60.0,21,15.6,20.1
11,5,20,12.0,512.0,16.0,0.0,60.0,21,15.6,19.6
2,5,21,12.0,1.0,16.0,0.0,60.0,24,15.6,25.0228
16,1,8,5.0,512.0,16.0,0.0,60.0,3,15.6,13.1999
4,1,21,12.0,512.0,8.0,0.0,120.0,24,15.6,18.6653
16,7,32,10.0,256.0,16.0,0.0,60.0,70,15.6,14.344
16,1,20,12.0,256.0,8.0,0.0,60.0,21,13.3,23.6601
4,2,8,5.0,1.0,32.0,0.0,120.0,14,15.6,16.999
2,5,20,12.0,1.0,16.0,0.0,60.0,21,15.6,17.899
16,1,19,11.0,512.0,20.0,0.0,120.0,24,15.6,11.3999
16,1,8,5.0,512.0,40.0,0.0,60.0,3,15.6,20.0
11,1,19,11.0,256.0,8.0,0.0,60.0,25,15.6,13.499
16,1,21,12.0,1.0,40.0,0.0,60.0,27,15.6,23.999
7,5,16,5.0,128.0,2.0,128.0,60.0,13,11.6,18.04
16,5,20,13.0,512.0,8.0,512.0,60.0,27,15.6,22.999
2,1,8,3.0,1.0,24.0,0.0,60.0,3,15.6,16.199
0,1,8,6.0,512.0,16.0,0.0,144.0,49,15.6,34.499
16,1,7,5.0,256.0,8.0,0.0,60.0,14,15.6,11.149
18,5,21,13.0,1.0,64.0,0.0,144.0,53,17.3,52.699
2,1,20,12.0,512.0,16.0,0.0,60.0,14,15.6,17.056
3,1,25,13.0,1.0,32.0,256.0,120.0,23,15.6,16.6906
4,5,7,5.0,512.0,16.0,0.0,120.0,3,15.6,14.4656
2,7,32,10.0,256.0,16.0,0.0,60.0,70,15.6,9.459
1,7,32,10.0,1.0,16.0,0.0,60.0,70,14.0,89.99
2,5,20,12.0,256.0,8.0,0.0,60.0,16,15.6,17.899
2,5,20,12.0,512.0,8.0,0.0,60.0,24,15.6,15.199
11,1,21,13.0,1.0,32.0,0.0,144.0,53,15.6,37.7181
16,1,8,5.0,512.0,16.0,0.0,60.0,3,15.6,13.499
2,1,19,12.0,1.0,20.0,0.0,60.0,24,15.6,12.8999
16,1,20,12.0,512.0,16.0,0.0,144.0,54,15.6,34.999
11,1,20,11.0,1.0,12.0,0.0,60.0,14,15.6,12.999
4,5,20,11.0,1.0,16.0,0.0,60.0,21,15.6,15.999
2,5,20,13.0,512.0,8.0,0.0,60.0,44,15.6,27.999
16,1,17,11.0,512.0,4.0,128.0,60.0,25,15.6,9.1948
2,5,20,11.0,256.0,8.0,0.0,60.0,21,15.0,14.999
3,5,20,11.0,500.0,8.0,0.0,60.0,21,15.6,15.099
1,3,27,13.0,512.0,8.0,0.0,60.0,13,13.0,43.999
16,5,19,10.0,256.0,8.0,0.0,60.0,24,15.6,10.699
16,1,21,11.0,1.0,16.0,0.0,60.0,42,15.6,31.649
3,1,20,12.0,500.0,32.0,0.0,144.0,36,15.6,24.799
2,5,21,12.0,512.0,8.0,0.0,60.0,24,15.6,22.4717
2,1,21,12.0,512.0,16.0,0.0,165.0,53,16.0,42.999
11,1,20,11.0,1.0,16.0,0.0,60.0,27,15.6,13.9999
16,1,21,13.0,1.0,16.0,0.0,60.0,27,15.6,24.9999
16,5,20,12.0,1.0,8.0,0.0,60.0,21,14.0,29.0642
16,1,7,6.0,1.0,16.0,0.0,60.0,58,16.0,31.205
2,5,20,13.0,512.0,8.0,512.0,60.0,24,14.0,25.0
1,3,15,12.0,512.0,16.0,512.0,120.0,33,16.0,83.49
2,1,21,13.0,1.0,8.0,0.0,60.0,14,15.6,23.609
2,5,17,13.0,256.0,4.0,0.0,60.0,25,14.0,8.1661
16,1,6,5.0,256.0,8.0,0.0,60.0,4,15.6,11.2612
11,1,20,13.0,512.0,8.0,0.0,144.0,45,15.6,25.999
4,5,21,12.0,1.0,32.0,0.0,60.0,21,15.6,24.8445
11,1,7,5.0,256.0,16.0,0.0,60.0,36,15.6,25.6891
2,1,21,12.0,512.0,8.0,0.0,60.0,24,15.6,20.648
18,7,32,10.0,1.0,16.0,0.0,60.0,70,15.6,39.899
0,1,21,13.0,1.0,16.0,0.0,120.0,21,16.0,49.9
16,1,21,12.0,512.0,8.0,0.0,60.0,14,15.6,18.999
16,1,7,5.0,512.0,16.0,0.0,60.0,14,15.6,12.7999
3,1,21,12.0,1.0,32.0,0.0,60.0,21,15.6,24.399
11,1,8,6.0,512.0,16.0,0.0,144.0,46,16.1,28.799
2,1,21,12.0,512.0,24.0,0.0,60.0,24,15.6,21.8014
16,1,5,10.0,256.0,4.0,0.0,60.0,14,15.6,11.666
2,1,20,12.0,1.0,16.0,0.0,60.0,24,15.6,16.199
2,5,8,5.0,1.0,16.0,0.0,120.0,3,15.6,34.999
16,1,1,2.0,500.0,8.0,256.0,60.0,7,14.0,14.1999
2,1,6,3.0,256.0,4.0,0.0,60.0,12,14.0,9.5031
2,5,21,12.0,512.0,16.0,0.0,60.0,24,15.6,23.0601
2,1,19,11.0,512.0,20.0,0.0,60.0,14,15.6,10.999
11,1,7,5.0,256.0,8.0,0.0,144.0,10,15.6,25.47
4,1,20,11.0,512.0,16.0,0.0,120.0,21,15.6,14.4999
2,1,22,12.0,1.0,32.0,0.0,360.0,50,17.0,75.999
2,5,20,11.0,512.0,8.0,0.0,144.0,45,15.6,27.999
11,5,7,7.0,512.0,8.0,0.0,60.0,16,14.0,12.699
1,3,28,3.0,512.0,8.0,0.0,120.0,34,14.0,62.999
0,1,21,12.0,512.0,8.0,0.0,60.0,43,15.6,19.7001
2,5,17,1.0,128.0,4.0,0.0,60.0,65,15.6,8.999
16,1,4,13.0,256.0,8.0,0.0,60.0,3,15.6,11.555
3,1,20,12.0,500.0,32.0,0.0,144.0,53,15.6,31.899
16,1,9,13.0,512.0,32.0,0.0,120.0,45,16.0,42.9999
19,5,21,11.0,512.0,8.0,0.0,144.0,58,15.6,64.999
16,1,20,12.0,512.0,8.0,0.0,90.0,24,15.6,13.989
18,1,21,12.0,1.0,64.0,0.0,144.0,54,17.3,49.139
2,1,21,12.0,512.0,24.0,0.0,120.0,44,16.0,31.909
4,1,22,13.0,2.0,64.0,0.0,165.0,54,15.6,55.1609
11,1,8,5.0,512.0,16.0,0.0,60.0,3,14.0,17.3999
2,1,25,13.0,1.0,32.0,256.0,120.0,23,15.6,10.5299
19,5,21,13.0,1.0,16.0,0.0,144.0,56,16.0,79.899
2,1,20,12.0,1.0,16.0,0.0,60.0,21,15.6,15.899
11,1,21,12.0,512.0,16.0,0.0,60.0,14,14.0,22.2045
11,5,8,5.0,512.0,32.0,0.0,60.0,12,15.6,14.999
2,5,20,12.0,512.0,8.0,0.0,60.0,21,15.6,15.299
16,5,20,11.0,1.0,16.0,0.0,60.0,21,15.6,16.499
18,5,21,12.0,500.0,16.0,0.0,144.0,54,17.3,43.299
4,1,21,12.0,1.0,32.0,0.0,120.0,14,15.6,21.2574
11,1,20,12.0,512.0,16.0,0.0,60.0,21,15.6,18.6
11,5,20,11.0,512.0,8.0,0.0,60.0,21,15.6,13.999
0,5,7,7.0,512.0,8.0,0.0,60.0,3,15.6,17.3731
3,1,20,12.0,500.0,32.0,0.0,60.0,21,15.6,20.499
2,1,21,13.0,1.0,24.0,0.0,60.0,14,15.6,25.999
2,1,17,5.0,512.0,16.0,0.0,60.0,25,15.6,11.6811
16,5,6,13.0,256.0,20.0,0.0,60.0,3,14.0,15.0
16,1,8,5.0,512.0,8.0,0.0,60.0,0,15.6,17.399
2,1,21,12.0,1.0,16.0,0.0,144.0,45,15.6,34.1946
4,5,7,5.0,256.0,16.0,0.0,120.0,3,15.6,13.8904
16,1,20,12.0,512.0,16.0,0.0,90.0,27,15.6,18.999
16,1,20,12.0,256.0,16.0,0.0,60.0,14,15.6,14.3999
16,1,21,12.0,512.0,16.0,0.0,60.0,43,15.6,27.999
11,1,20,11.0,256.0,16.0,0.0,60.0,27,15.6,12.6999
11,5,8,5.0,2.0,32.0,0.0,144.0,46,16.1,31.999
11,1,7,7.0,512.0,16.0,0.0,144.0,53,16.1,33.999
11,1,21,12.0,512.0,32.0,0.0,60.0,21,15.6,23.9999
16,1,20,12.0,256.0,8.0,0.0,60.0,13,15.6,22.225
2,5,20,10.0,512.0,16.0,0.0,60.0,36,15.6,26.6238
4,5,21,13.0,1.0,16.0,0.0,240.0,54,16.0,47.049
2,1,8,3.0,512.0,16.0,1.0,60.0,3,15.6,15.749
4,5,8,5.0,1.0,32.0,0.0,120.0,14,15.6,18.899
16,5,2,8.0,128.0,4.0,0.0,60.0,5,15.6,12.65
4,1,7,3.0,256.0,8.0,0.0,60.0,12,15.6,12.728
2,5,21,12.0,0.0,16.0,1.0,60.0,21,14.0,56.4995
11,1,20,11.0,512.0,16.0,0.0,60.0,21,15.6,13.549
4,1,20,11.0,1.0,16.0,0.0,60.0,21,15.6,14.3481
16,6,21,11.0,1.0,32.0,0.0,60.0,42,15.6,35.0598
2,5,19,11.0,128.0,8.0,0.0,60.0,24,15.6,9.999
16,6,20,11.0,256.0,8.0,0.0,60.0,65,15.6,17.75
3,5,20,12.0,500.0,16.0,0.0,60.0,21,15.6,17.899
16,1,1,2.0,500.0,8.0,256.0,60.0,7,14.0,11.6749
6,1,20,11.0,1.0,16.0,0.0,60.0,21,15.6,12.7701
11,5,20,11.0,512.0,16.0,0.0,60.0,16,15.6,15.4507
2,1,20,11.0,512.0,16.0,0.0,60.0,14,15.6,15.9999
21,1,23,3.0,128.0,4.0,250.0,60.0,25,14.0,6.999
16,1,19,12.0,512.0,16.0,0.0,60.0,24,15.6,12.0652
11,0,12,1.0,4.0,48.0,1.0,360.0,42,16.1,32.9999
2,5,20,10.0,512.0,16.0,0.0,90.0,27,14.0,37.48
11,5,20,12.0,512.0,8.0,0.0,60.0,21,14.0,29.999
2,1,9,7.0,1.0,16.0,0.0,240.0,55,17.3,65.999
2,5,20,13.0,512.0,16.0,512.0,120.0,53,15.6,46.701
2,5,19,11.0,128.0,4.0,0.0,60.0,19,15.6,9.699
16,7,32,10.0,512.0,16.0,0.0,60.0,70,15.6,14.999
0,1,20,12.0,1.0,8.0,0.0,144.0,53,15.6,29.89
2,7,32,10.0,256.0,16.0,0.0,60.0,70,15.6,10.949
0,5,19,3.0,512.0,4.0,0.0,60.0,24,15.6,10.299
16,1,20,12.0,256.0,24.0,0.0,60.0,14,15.6,15.9999
16,5,23,5.0,4.0,4.0,2.0,90.0,14,15.6,31.999
0,5,20,11.0,2.0,40.0,0.0,60.0,21,15.6,20.8
16,5,17,1.0,1.0,4.0,0.0,60.0,25,15.6,9.7083
16,1,21,12.0,1.0,32.0,0.0,120.0,47,15.6,39.4028
0,1,20,10.0,512.0,8.0,0.0,60.0,45,15.6,21.3163
2,1,7,7.0,512.0,8.0,0.0,60.0,3,15.6,12.299
0,1,20,12.0,512.0,8.0,0.0,144.0,53,15.6,29.999
16,7,32,10.0,256.0,16.0,0.0,60.0,70,15.6,19.999
11,5,20,11.0,512.0,8.0,0.0,60.0,14,15.6,13.799
4,1,20,11.0,256.0,8.0,0.0,120.0,21,15.6,12.7701
2,1,20,12.0,512.0,16.0,0.0,60.0,27,15.6,15.8999
16,6,7,10.0,512.0,16.0,0.0,60.0,65,15.6,19.1
0,5,20,12.0,512.0,32.0,0.0,144.0,46,15.6,27.6183
16,5,19,11.0,256.0,12.0,1.0,60.0,14,14.0,21.666
11,5,20,11.0,512.0,16.0,0.0,60.0,16,15.6,18.4765
4,1,19,11.0,256.0,4.0,0.0,60.0,24,14.0,8.8101
11,1,7,5.0,2.0,16.0,0.0,60.0,3,15.6,20.6
16,1,20,12.0,512.0,16.0,0.0,60.0,21,15.6,14.8998
18,7,32,10.0,256.0,16.0,0.0,60.0,70,15.6,23.899
2,1,21,13.0,1.0,24.0,0.0,60.0,27,15.6,25.2441
16,5,20,13.0,256.0,8.0,0.0,60.0,14,15.6,16.299
3,1,20,12.0,1.0,16.0,0.0,60.0,21,15.6,15.899
4,1,20,12.0,512.0,16.0,0.0,120.0,14,15.6,15.7831
2,5,7,13.0,1.0,16.0,0.0,60.0,3,14.0,28.099
0,1,20,11.0,256.0,12.0,0.0,60.0,22,15.6,13.6499
11,5,20,11.0,256.0,8.0,0.0,60.0,21,15.6,13.299
2,5,20,10.0,512.0,8.0,512.0,90.0,27,15.6,20.899
16,1,21,9.0,512.0,16.0,0.0,60.0,36,15.6,32.499
4,1,20,10.0,256.0,8.0,0.0,60.0,21,15.6,14.2403
4,1,20,12.0,256.0,8.0,0.0,60.0,21,15.6,14.1325
4,1,20,12.0,256.0,12.0,0.0,60.0,21,15.6,14.4919
4,5,20,11.0,256.0,20.0,1.0,60.0,40,14.0,16.1425
4,5,20,11.0,512.0,20.0,1.0,60.0,40,14.0,16.6099
4,1,0,1.0,128.0,1.0,250.0,60.0,14,14.0,12.8409
4,5,20,11.0,1.0,20.0,0.0,60.0,40,14.0,16.3582
4,5,20,11.0,1.0,32.0,0.0,60.0,40,14.0,17.1111
4,5,20,11.0,2.0,24.0,1.0,60.0,40,14.0,18.6559
4,5,20,11.0,2.0,24.0,0.0,60.0,40,14.0,17.9739
4,5,20,11.0,512.0,32.0,0.0,60.0,40,14.0,16.1425
4,5,20,11.0,256.0,24.0,1.0,60.0,40,14.0,16.2144
4,5,20,11.0,512.0,32.0,1.0,60.0,40,14.0,17.183
4,5,20,11.0,512.0,32.0,0.0,60.0,40,14.0,16.3223
4,5,20,11.0,256.0,24.0,0.0,60.0,40,14.0,15.3537
4,5,20,11.0,512.0,24.0,1.0,60.0,40,14.0,16.6818
4,5,20,11.0,1.0,8.0,0.0,60.0,40,14.0,15.3177
4,1,20,11.0,2.0,20.0,1.0,60.0,40,14.0,17.1471
4,5,20,11.0,2.0,32.0,1.0,60.0,40,14.0,19.3379
4,5,20,11.0,256.0,20.0,1.0,60.0,40,14.0,15.9638
4,5,20,11.0,2.0,8.0,1.0,60.0,40,14.0,17.3638
4,5,20,11.0,1.0,12.0,1.0,60.0,40,14.0,16.3582
4,5,20,11.0,2.0,32.0,0.0,60.0,40,14.0,18.4752
4,5,20,11.0,2.0,12.0,0.0,60.0,40,14.0,17.219
4,5,20,11.0,2.0,8.0,0.0,60.0,40,14.0,16.6818
4,5,20,11.0,512.0,24.0,1.0,60.0,40,14.0,16.8605
4,1,20,11.0,512.0,24.0,1.0,60.0,40,14.0,15.2458
4,5,20,11.0,512.0,32.0,0.0,60.0,40,14.0,16.501
4,5,20,11.0,2.0,12.0,1.0,60.0,40,14.0,17.901
4,5,20,11.0,2.0,8.0,1.0,60.0,40,14.0,17.5425
4,5,20,11.0,2.0,12.0,1.0,60.0,40,14.0,18.0817
4,5,20,11.0,1.0,20.0,0.0,60.0,40,14.0,15.9997
4,5,20,11.0,1.0,8.0,1.0,60.0,40,14.0,16.1785
4,5,20,11.0,1.0,20.0,0.0,60.0,40,14.0,16.1785
4,5,20,11.0,512.0,24.0,0.0,60.0,40,14.0,15.9997
4,5,20,11.0,1.0,8.0,1.0,60.0,40,14.0,15.9997
4,5,20,11.0,2.0,8.0,1.0,60.0,40,14.0,17.7222
4,5,20,11.0,256.0,24.0,1.0,60.0,40,14.0,16.3942
4,5,20,11.0,2.0,32.0,0.0,60.0,40,14.0,18.2964
4,5,20,11.0,256.0,32.0,0.0,60.0,40,14.0,15.6762
4,1,20,11.0,256.0,32.0,1.0,60.0,40,14.0,15.2818
4,5,20,11.0,512.0,24.0,1.0,60.0,40,14.0,16.501
4,5,20,11.0,1.0,20.0,1.0,60.0,40,14.0,16.8605
4,5,20,11.0,256.0,32.0,1.0,60.0,40,14.0,16.7177
4,5,20,11.0,1.0,20.0,1.0,60.0,40,14.0,17.0402
4,5,20,11.0,2.0,12.0,1.0,60.0,40,14.0,17.7222
4,5,20,11.0,2.0,32.0,1.0,60.0,40,14.0,19.1572
4,5,20,11.0,2.0,20.0,1.0,60.0,40,14.0,18.4043
4,5,20,11.0,512.0,24.0,0.0,60.0,40,14.0,15.819
4,5,20,11.0,512.0,20.0,1.0,60.0,40,14.0,16.4291
4,1,20,11.0,2.0,8.0,1.0,60.0,40,14.0,16.1066
4,5,20,11.0,2.0,32.0,1.0,60.0,40,14.0,19.5166
4,5,20,11.0,512.0,20.0,1.0,60.0,40,14.0,16.2504
4,5,20,11.0,2.0,32.0,0.0,60.0,40,14.0,18.6559
4,1,20,11.0,1.0,32.0,1.0,60.0,40,14.0,16.3582
4,5,20,11.0,256.0,32.0,1.0,60.0,40,14.0,16.537
4,5,20,11.0,256.0,32.0,1.0,60.0,40,14.0,16.8964
4,5,20,11.0,2.0,8.0,0.0,60.0,40,14.0,16.501
4,5,20,11.0,512.0,32.0,1.0,60.0,40,14.0,17.3638
4,5,20,11.0,1.0,16.0,1.0,60.0,40,14.0,16.6818
4,5,20,11.0,2.0,16.0,0.0,60.0,40,14.0,17.3638
4,5,20,11.0,2.0,16.0,1.0,60.0,40,14.0,18.4043
4,5,20,11.0,1.0,24.0,1.0,60.0,40,14.0,17.4706
4,5,20,11.0,2.0,24.0,1.0,60.0,40,14.0,18.8346
4,5,20,11.0,2.0,20.0,1.0,60.0,40,14.0,18.583
4,2,20,11.0,512.0,8.0,0.0,60.0,24,15.6,16.2446
4,4,20,11.0,256.0,8.0,0.0,60.0,14,14.0,13.9999
19,5,22,13.0,2.0,64.0,0.0,240.0,55,17.3,89.999
16,5,20,11.0,512.0,12.0,0.0,60.0,21,15.6,15.099
2,1,17,13.0,128.0,16.0,0.0,60.0,24,15.6,9.199
16,5,8,5.0,512.0,24.0,0.0,60.0,3,15.6,17.628
2,5,17,13.0,128.0,4.0,0.0,60.0,24,14.0,8.799
16,1,20,12.0,512.0,16.0,0.0,60.0,21,14.0,25.631
2,5,19,11.0,256.0,8.0,0.0,60.0,14,15.6,11.799
16,1,8,5.0,512.0,16.0,0.0,60.0,3,15.6,13.499
16,5,20,11.0,512.0,20.0,0.0,60.0,40,14.0,15.7471
16,5,20,11.0,256.0,20.0,0.0,60.0,40,14.0,15.2818
16,5,20,11.0,256.0,12.0,0.0,60.0,27,15.6,14.7483
11,1,6,5.0,512.0,32.0,0.0,60.0,3,15.6,14.8
2,1,20,12.0,1.0,16.0,0.0,60.0,24,15.6,19.999
16,5,23,5.0,4.0,4.0,2.0,90.0,14,15.6,31.999
16,1,20,11.0,1.0,12.0,1.0,60.0,40,14.0,14.9223
16,1,20,11.0,1.0,8.0,1.0,60.0,40,14.0,14.5638
2,5,17,4.0,128.0,4.0,0.0,60.0,25,15.6,7.65
18,1,21,13.0,500.0,16.0,0.0,165.0,55,16.0,57.999
2,5,7,5.0,1.0,16.0,0.0,90.0,14,14.0,36.999
2,2,12,12.0,480.0,48.0,256.0,120.0,1,10.6,9.949
6,1,20,11.0,1.0,16.0,0.0,60.0,21,15.6,12.8191
11,1,20,11.0,1.0,24.0,0.0,60.0,14,15.6,13.699
2,5,20,12.0,256.0,16.0,0.0,60.0,27,15.6,16.999
11,1,8,7.0,512.0,16.0,0.0,144.0,53,16.1,33.899
4,5,20,12.0,256.0,12.0,0.0,60.0,21,15.6,15.7471
4,5,20,10.0,256.0,8.0,0.0,60.0,21,15.6,15.4965
4,5,20,10.0,256.0,12.0,0.0,60.0,21,15.6,15.855
4,5,20,10.0,256.0,8.0,0.0,60.0,21,15.6,15.4965
4,1,20,10.0,256.0,16.0,0.0,60.0,21,15.6,14.9223
4,1,20,10.0,512.0,8.0,0.0,60.0,21,15.6,14.7999
4,1,20,10.0,256.0,12.0,0.0,60.0,21,15.6,14.5998
4,1,20,10.0,512.0,12.0,0.0,60.0,21,15.6,15.0651
4,1,20,10.0,512.0,16.0,0.0,60.0,21,15.6,15.3886
4,5,20,12.0,512.0,8.0,0.0,60.0,21,15.6,16.2144
4,5,20,12.0,256.0,8.0,0.0,60.0,21,15.6,15.7471
4,5,20,12.0,256.0,8.0,0.0,60.0,21,15.6,15.3886
4,5,20,12.0,256.0,12.0,0.0,60.0,21,15.6,15.7471
4,5,20,12.0,256.0,16.0,0.0,60.0,21,15.6,16.2504
4,5,20,12.0,512.0,8.0,0.0,60.0,21,15.6,15.855
4,5,20,12.0,512.0,8.0,0.0,60.0,21,15.6,16.0357
4,5,20,12.0,256.0,8.0,0.0,60.0,21,15.6,15.5684
4,5,20,12.0,512.0,12.0,0.0,60.0,21,15.6,16.2144
4,5,20,12.0,256.0,16.0,0.0,60.0,21,15.6,16.0706
4,5,20,12.0,256.0,12.0,0.0,60.0,21,15.6,15.9279
4,5,20,12.0,512.0,8.0,0.0,60.0,21,15.6,15.855
4,5,20,12.0,512.0,12.0,0.0,60.0,21,15.6,16.2144
4,5,20,12.0,256.0,16.0,0.0,60.0,21,15.6,16.0706
4,5,20,12.0,256.0,8.0,0.0,60.0,21,15.6,15.3886
4,1,20,12.0,1.0,16.0,0.0,60.0,21,15.6,15.8919
4,1,20,12.0,1.0,20.0,0.0,60.0,21,15.6,16.2504
4,1,20,12.0,512.0,12.0,0.0,60.0,21,15.6,14.9583
4,1,20,12.0,512.0,16.0,0.0,60.0,21,15.6,15.2818
3,5,21,12.0,1.0,64.0,0.0,60.0,21,15.6,31.899
4,5,20,11.0,256.0,8.0,1.0,60.0,40,14.0,14.9223
4,5,20,11.0,256.0,12.0,0.0,60.0,40,14.0,14.2403
4,5,20,11.0,512.0,16.0,0.0,60.0,40,14.0,15.2099
4,5,20,11.0,256.0,20.0,0.0,60.0,40,14.0,14.9223
4,5,20,11.0,256.0,20.0,0.0,60.0,40,14.0,15.1011
4,5,20,11.0,256.0,24.0,0.0,60.0,40,14.0,15.5324
4,5,20,11.0,512.0,8.0,1.0,60.0,40,14.0,15.3886
4,1,20,11.0,2.0,12.0,0.0,60.0,40,14.0,15.6043
4,1,20,11.0,256.0,32.0,0.0,60.0,40,14.0,14.419
4,1,20,11.0,2.0,8.0,0.0,60.0,40,14.0,15.2458
4,5,20,11.0,1.0,12.0,0.0,60.0,40,14.0,15.3177
4,5,20,11.0,512.0,20.0,0.0,60.0,40,14.0,15.5684
4,5,20,11.0,512.0,8.0,1.0,60.0,40,14.0,15.2099
4,5,20,11.0,1.0,12.0,0.0,60.0,40,14.0,15.4965
4,5,20,11.0,512.0,12.0,1.0,60.0,40,14.0,15.5684
4,5,20,11.0,512.0,8.0,0.0,60.0,40,14.0,14.3481
4,5,20,11.0,1.0,8.0,0.0,60.0,40,14.0,15.137
4,1,20,11.0,1.0,20.0,1.0,60.0,40,14.0,15.6043
4,1,20,11.0,256.0,20.0,0.0,60.0,40,14.0,13.6661
4,5,20,11.0,512.0,8.0,1.0,60.0,40,14.0,15.5684
4,5,20,11.0,512.0,16.0,0.0,60.0,40,14.0,15.0302
4,7,32,10.0,256.0,16.0,0.0,60.0,70,15.6,15.3886
4,5,20,10.0,256.0,12.0,0.0,60.0,21,15.6,15.855
4,1,20,10.0,256.0,24.0,0.0,60.0,21,15.6,15.5324
4,1,20,10.0,1.0,12.0,0.0,60.0,21,15.6,15.6762
4,1,20,12.0,256.0,24.0,0.0,60.0,21,15.6,15.4246
4,7,32,10.0,256.0,16.0,0.0,60.0,70,15.6,14.8145
3,1,20,11.0,500.0,8.0,0.0,60.0,27,15.6,16.299
11,1,19,10.0,0.0,4.0,1.0,60.0,38,15.6,10.999
16,1,20,12.0,256.0,8.0,0.0,60.0,27,15.6,13.184
2,1,20,11.0,512.0,8.0,0.0,60.0,14,15.6,13.399
11,5,20,13.0,1.0,16.0,0.0,60.0,21,15.6,21.299
4,5,21,13.0,512.0,16.0,0.0,120.0,45,15.6,41.016
4,1,20,13.0,1.0,16.0,0.0,120.0,45,16.0,30.4711
6,1,20,11.0,128.0,8.0,0.0,60.0,21,15.6,10.0471
